step_id,problem_id,run_id,pair_id,fold,prm_rating,step_type_analysis,position_bin,target_tokens,prefix_tokens,control_correct_frequency,control_correct,target_correct,danger_outcome,benefit_outcome
prm-5c13d28d0d1e26be,problem-bdd43ed050657861,2,prm-5c13d28d0d1e26be|run2,0,0,redundant,early,11,289,4/4,1,1,0,0
prm-5c13d28d0d1e26be,problem-bdd43ed050657861,3,prm-5c13d28d0d1e26be|run3,0,0,redundant,early,11,289,4/4,1,1,0,0
prm-5c13d28d0d1e26be,problem-bdd43ed050657861,4,prm-5c13d28d0d1e26be|run4,0,0,redundant,early,11,289,4/4,1,1,0,0
prm-6a8171dd86016c13,problem-eb20fcfbc7fe587d,1,prm-6a8171dd86016c13|run1,4,1,redundant,late,12,724,4/4,1,1,0,0
prm-6a8171dd86016c13,problem-eb20fcfbc7fe587d,2,prm-6a8171dd86016c13|run2,4,1,redundant,late,12,724,4/4,1,1,0,0
prm-6a8171dd86016c13,problem-eb20fcfbc7fe587d,3,prm-6a8171dd86016c13|run3,4,1,redundant,late,12,724,4/4,1,1,0,0
prm-6a8171dd86016c13,problem-eb20fcfbc7fe587d,4,prm-6a8171dd86016c13|run4,4,1,redundant,late,12,724,4/4,1,1,0,0
prm-4397a2362fedc5a3,problem-eb3187c38ab27028,1,prm-4397a2362fedc5a3|run1,1,1,essential,late,23,478,4/4,1,1,0,0
prm-4397a2362fedc5a3,problem-eb3187c38ab27028,2,prm-4397a2362fedc5a3|run2,1,1,essential,late,23,478,4/4,1,1,0,0
prm-4397a2362fedc5a3,problem-eb3187c38ab27028,3,prm-4397a2362fedc5a3|run3,1,1,essential,late,23,478,4/4,1,1,0,0
prm-4397a2362fedc5a3,problem-eb3187c38ab27028,4,prm-4397a2362fedc5a3|run4,1,1,essential,late,23,478,4/4,1,1,0,0
prm-2f5e5f1e6dacb0f7,problem-ded0ffd3643d0130,1,prm-2f5e5f1e6dacb0f7|run1,3,-1,harmful,late,38,577,0/4,0,1,0,1
prm-2f5e5f1e6dacb0f7,problem-ded0ffd3643d0130,2,prm-2f5e5f1e6dacb0f7|run2,3,-1,harmful,late,38,577,0/4,0,1,0,1
prm-2f5e5f1e6dacb0f7,problem-ded0ffd3643d0130,3,prm-2f5e5f1e6dacb0f7|run3,3,-1,harmful,late,38,577,0/4,0,1,0,1
prm-2f5e5f1e6dacb0f7,problem-ded0ffd3643d0130,4,prm-2f5e5f1e6dacb0f7|run4,3,-1,harmful,late,38,577,0/4,0,1,0,1
prm-4b587d923463065a,problem-5b1d584cfe23d7df,1,prm-4b587d923463065a|run1,2,-1,essential,middle,24,670,0/4,0,0,0,0
prm-4b587d923463065a,problem-5b1d584cfe23d7df,2,prm-4b587d923463065a|run2,2,-1,essential,middle,24,670,0/4,0,0,0,0
prm-4b587d923463065a,problem-5b1d584cfe23d7df,3,prm-4b587d923463065a|run3,2,-1,essential,middle,24,670,0/4,0,0,0,0
prm-4b587d923463065a,problem-5b1d584cfe23d7df,4,prm-4b587d923463065a|run4,2,-1,essential,middle,24,670,0/4,0,0,0,0
prm-a304fbad5368565d,problem-edc76d80b3d26c0a,1,prm-a304fbad5368565d|run1,3,-1,harmful,late,45,608,1/4,0,1,0,1
prm-a304fbad5368565d,problem-edc76d80b3d26c0a,2,prm-a304fbad5368565d|run2,3,-1,harmful,late,45,608,1/4,1,1,0,0
prm-a304fbad5368565d,problem-edc76d80b3d26c0a,3,prm-a304fbad5368565d|run3,3,-1,harmful,late,45,608,1/4,0,1,0,1
prm-a304fbad5368565d,problem-edc76d80b3d26c0a,4,prm-a304fbad5368565d|run4,3,-1,harmful,late,45,608,1/4,0,1,0,1
prm-2d2be0a20e1f55eb,problem-4e48831b718f7ba2,1,prm-2d2be0a20e1f55eb|run1,4,0,essential,middle,61,592,0/4,0,0,0,0
prm-2d2be0a20e1f55eb,problem-4e48831b718f7ba2,2,prm-2d2be0a20e1f55eb|run2,4,0,essential,middle,61,592,0/4,0,0,0,0
prm-2d2be0a20e1f55eb,problem-4e48831b718f7ba2,3,prm-2d2be0a20e1f55eb|run3,4,0,essential,middle,61,592,0/4,0,0,0,0
prm-2d2be0a20e1f55eb,problem-4e48831b718f7ba2,4,prm-2d2be0a20e1f55eb|run4,4,0,essential,middle,61,592,0/4,0,0,0,0
prm-b93ffe4952ee0425,problem-2bb95410df5e904e,1,prm-b93ffe4952ee0425|run1,0,-1,harmful,early,26,419,4/4,1,1,0,0
prm-b93ffe4952ee0425,problem-2bb95410df5e904e,2,prm-b93ffe4952ee0425|run2,0,-1,harmful,early,26,419,4/4,1,1,0,0
prm-b93ffe4952ee0425,problem-2bb95410df5e904e,3,prm-b93ffe4952ee0425|run3,0,-1,harmful,early,26,419,4/4,1,1,0,0
prm-b93ffe4952ee0425,problem-2bb95410df5e904e,4,prm-b93ffe4952ee0425|run4,0,-1,harmful,early,26,419,4/4,1,1,0,0
prm-71ed47ae96c446e4,problem-06d5aeabb535b6a9,1,prm-71ed47ae96c446e4|run1,1,0,redundant,early,4,336,0/4,0,0,0,0
prm-71ed47ae96c446e4,problem-06d5aeabb535b6a9,2,prm-71ed47ae96c446e4|run2,1,0,redundant,early,4,336,0/4,0,0,0,0
prm-71ed47ae96c446e4,problem-06d5aeabb535b6a9,3,prm-71ed47ae96c446e4|run3,1,0,redundant,early,4,336,0/4,0,0,0,0
prm-71ed47ae96c446e4,problem-06d5aeabb535b6a9,4,prm-71ed47ae96c446e4|run4,1,0,redundant,early,4,336,0/4,0,0,0,0
prm-1368cc3f0e85c6c9,problem-6c70163ce817add4,1,prm-1368cc3f0e85c6c9|run1,3,1,redundant,middle,16,531,4/4,1,1,0,0
prm-1368cc3f0e85c6c9,problem-6c70163ce817add4,2,prm-1368cc3f0e85c6c9|run2,3,1,redundant,middle,16,531,4/4,1,1,0,0
prm-1368cc3f0e85c6c9,problem-6c70163ce817add4,3,prm-1368cc3f0e85c6c9|run3,3,1,redundant,middle,16,531,4/4,1,1,0,0
prm-1368cc3f0e85c6c9,problem-6c70163ce817add4,4,prm-1368cc3f0e85c6c9|run4,3,1,redundant,middle,16,531,4/4,1,1,0,0
prm-de41ade60ddfc393,problem-8c8f96252d975acd,1,prm-de41ade60ddfc393|run1,2,0,redundant,early,11,352,4/4,1,1,0,0
prm-de41ade60ddfc393,problem-8c8f96252d975acd,2,prm-de41ade60ddfc393|run2,2,0,redundant,early,11,352,4/4,1,1,0,0
prm-de41ade60ddfc393,problem-8c8f96252d975acd,3,prm-de41ade60ddfc393|run3,2,0,redundant,early,11,352,4/4,1,1,0,0
prm-de41ade60ddfc393,problem-8c8f96252d975acd,4,prm-de41ade60ddfc393|run4,2,0,redundant,early,11,352,4/4,1,1,0,0
prm-b35e05ba41e78a12,problem-26def20db88cf572,1,prm-b35e05ba41e78a12|run1,0,1,essential,early,33,489,4/4,1,1,0,0
prm-b35e05ba41e78a12,problem-26def20db88cf572,2,prm-b35e05ba41e78a12|run2,0,1,essential,early,33,489,4/4,1,1,0,0
prm-b35e05ba41e78a12,problem-26def20db88cf572,3,prm-b35e05ba41e78a12|run3,0,1,essential,early,33,489,4/4,1,1,0,0
prm-b35e05ba41e78a12,problem-26def20db88cf572,4,prm-b35e05ba41e78a12|run4,0,1,essential,early,33,489,4/4,1,1,0,0
prm-321715581e0e716b,problem-b884ea4dff439d89,1,prm-321715581e0e716b|run1,4,0,harmful,late,33,614,1/4,0,0,0,0
prm-321715581e0e716b,problem-b884ea4dff439d89,2,prm-321715581e0e716b|run2,4,0,harmful,late,33,614,1/4,0,0,0,0
prm-321715581e0e716b,problem-b884ea4dff439d89,3,prm-321715581e0e716b|run3,4,0,harmful,late,33,614,1/4,1,0,1,0
prm-321715581e0e716b,problem-b884ea4dff439d89,4,prm-321715581e0e716b|run4,4,0,harmful,late,33,614,1/4,0,0,0,0
prm-1a376cfa6cfa9af8,problem-eed9594538d18b57,1,prm-1a376cfa6cfa9af8|run1,3,-1,harmful,late,69,584,0/4,0,0,0,0
prm-1a376cfa6cfa9af8,problem-eed9594538d18b57,2,prm-1a376cfa6cfa9af8|run2,3,-1,harmful,late,69,584,0/4,0,0,0,0
prm-1a376cfa6cfa9af8,problem-eed9594538d18b57,3,prm-1a376cfa6cfa9af8|run3,3,-1,harmful,late,69,584,0/4,0,0,0,0
prm-1a376cfa6cfa9af8,problem-eed9594538d18b57,4,prm-1a376cfa6cfa9af8|run4,3,-1,harmful,late,69,584,0/4,0,0,0,0
prm-f5ad90a250e816d4,problem-5a8c50102096a59a,1,prm-f5ad90a250e816d4|run1,0,0,redundant,late,17,1192,2/4,1,0,1,0
prm-f5ad90a250e816d4,problem-5a8c50102096a59a,2,prm-f5ad90a250e816d4|run2,0,0,redundant,late,17,1192,2/4,1,0,1,0
prm-f5ad90a250e816d4,problem-5a8c50102096a59a,3,prm-f5ad90a250e816d4|run3,0,0,redundant,late,17,1192,2/4,0,0,0,0
prm-f5ad90a250e816d4,problem-5a8c50102096a59a,4,prm-f5ad90a250e816d4|run4,0,0,redundant,late,17,1192,2/4,0,0,0,0
prm-64bd046dccaa7a10,problem-92992c0e162b3d6d,1,prm-64bd046dccaa7a10|run1,2,0,redundant,late,40,579,0/4,0,0,0,0
prm-64bd046dccaa7a10,problem-92992c0e162b3d6d,2,prm-64bd046dccaa7a10|run2,2,0,redundant,late,40,579,0/4,0,0,0,0
prm-64bd046dccaa7a10,problem-92992c0e162b3d6d,3,prm-64bd046dccaa7a10|run3,2,0,redundant,late,40,579,0/4,0,0,0,0
prm-64bd046dccaa7a10,problem-92992c0e162b3d6d,4,prm-64bd046dccaa7a10|run4,2,0,redundant,late,40,579,0/4,0,0,0,0
prm-dfc9bfdaf9a344b2,problem-a3f40663ba19390b,1,prm-dfc9bfdaf9a344b2|run1,3,1,redundant,middle,22,662,4/4,1,1,0,0
prm-dfc9bfdaf9a344b2,problem-a3f40663ba19390b,2,prm-dfc9bfdaf9a344b2|run2,3,1,redundant,middle,22,662,4/4,1,1,0,0
prm-dfc9bfdaf9a344b2,problem-a3f40663ba19390b,3,prm-dfc9bfdaf9a344b2|run3,3,1,redundant,middle,22,662,4/4,1,1,0,0
prm-dfc9bfdaf9a344b2,problem-a3f40663ba19390b,4,prm-dfc9bfdaf9a344b2|run4,3,1,redundant,middle,22,662,4/4,1,1,0,0
prm-170a156ef3602f11,problem-5932169135a7e725,1,prm-170a156ef3602f11|run1,4,-1,harmful,early,26,451,0/4,0,0,0,0
prm-170a156ef3602f11,problem-5932169135a7e725,2,prm-170a156ef3602f11|run2,4,-1,harmful,early,26,451,0/4,0,0,0,0
prm-170a156ef3602f11,problem-5932169135a7e725,3,prm-170a156ef3602f11|run3,4,-1,harmful,early,26,451,0/4,0,0,0,0
prm-170a156ef3602f11,problem-5932169135a7e725,4,prm-170a156ef3602f11|run4,4,-1,harmful,early,26,451,0/4,0,0,0,0
prm-bd5151d40527ffa0,problem-80883c8d718e7942,1,prm-bd5151d40527ffa0|run1,4,0,redundant,middle,24,453,0/4,0,0,0,0
prm-bd5151d40527ffa0,problem-80883c8d718e7942,2,prm-bd5151d40527ffa0|run2,4,0,redundant,middle,24,453,0/4,0,0,0,0
prm-bd5151d40527ffa0,problem-80883c8d718e7942,3,prm-bd5151d40527ffa0|run3,4,0,redundant,middle,24,453,0/4,0,0,0,0
prm-bd5151d40527ffa0,problem-80883c8d718e7942,4,prm-bd5151d40527ffa0|run4,4,0,redundant,middle,24,453,0/4,0,0,0,0
prm-55383ac51f763ea4,problem-c4f4fd84bb522f70,1,prm-55383ac51f763ea4|run1,2,-1,redundant,early,29,300,4/4,1,1,0,0
prm-55383ac51f763ea4,problem-c4f4fd84bb522f70,2,prm-55383ac51f763ea4|run2,2,-1,redundant,early,29,300,4/4,1,1,0,0
prm-55383ac51f763ea4,problem-c4f4fd84bb522f70,3,prm-55383ac51f763ea4|run3,2,-1,redundant,early,29,300,4/4,1,1,0,0
prm-55383ac51f763ea4,problem-c4f4fd84bb522f70,4,prm-55383ac51f763ea4|run4,2,-1,redundant,early,29,300,4/4,1,1,0,0
prm-8169dadf3bfeafa7,problem-7fc009d3f808cafe,1,prm-8169dadf3bfeafa7|run1,1,1,essential,late,45,709,4/4,1,1,0,0
prm-8169dadf3bfeafa7,problem-7fc009d3f808cafe,2,prm-8169dadf3bfeafa7|run2,1,1,essential,late,45,709,4/4,1,1,0,0
prm-8169dadf3bfeafa7,problem-7fc009d3f808cafe,3,prm-8169dadf3bfeafa7|run3,1,1,essential,late,45,709,4/4,1,1,0,0
prm-8169dadf3bfeafa7,problem-7fc009d3f808cafe,4,prm-8169dadf3bfeafa7|run4,1,1,essential,late,45,709,4/4,1,1,0,0
prm-d87fe43bca23d224,problem-5c91e3632a6bed3d,1,prm-d87fe43bca23d224|run1,4,-1,harmful,middle,26,399,0/4,0,0,0,0
prm-d87fe43bca23d224,problem-5c91e3632a6bed3d,2,prm-d87fe43bca23d224|run2,4,-1,harmful,middle,26,399,0/4,0,0,0,0
prm-d87fe43bca23d224,problem-5c91e3632a6bed3d,3,prm-d87fe43bca23d224|run3,4,-1,harmful,middle,26,399,0/4,0,0,0,0
prm-d87fe43bca23d224,problem-5c91e3632a6bed3d,4,prm-d87fe43bca23d224|run4,4,-1,harmful,middle,26,399,0/4,0,0,0,0
prm-fe7cc1b1ef70d69f,problem-e684634d63b6e43e,1,prm-fe7cc1b1ef70d69f|run1,2,0,redundant,early,21,426,4/4,1,1,0,0
prm-fe7cc1b1ef70d69f,problem-e684634d63b6e43e,2,prm-fe7cc1b1ef70d69f|run2,2,0,redundant,early,21,426,4/4,1,0,1,0
prm-fe7cc1b1ef70d69f,problem-e684634d63b6e43e,3,prm-fe7cc1b1ef70d69f|run3,2,0,redundant,early,21,426,4/4,1,0,1,0
prm-fe7cc1b1ef70d69f,problem-e684634d63b6e43e,4,prm-fe7cc1b1ef70d69f|run4,2,0,redundant,early,21,426,4/4,1,1,0,0
prm-bf052d7ceb54371a,problem-d95c31385ad98554,1,prm-bf052d7ceb54371a|run1,4,-1,harmful,early,39,511,0/4,0,0,0,0
prm-bf052d7ceb54371a,problem-d95c31385ad98554,2,prm-bf052d7ceb54371a|run2,4,-1,harmful,early,39,511,0/4,0,0,0,0
prm-bf052d7ceb54371a,problem-d95c31385ad98554,3,prm-bf052d7ceb54371a|run3,4,-1,harmful,early,39,511,0/4,0,0,0,0
prm-bf052d7ceb54371a,problem-d95c31385ad98554,4,prm-bf052d7ceb54371a|run4,4,-1,harmful,early,39,511,0/4,0,1,0,1
prm-85d7c7d738bdc28f,problem-6fe518888bc76580,1,prm-85d7c7d738bdc28f|run1,3,0,redundant,middle,34,973,4/4,1,1,0,0
prm-85d7c7d738bdc28f,problem-6fe518888bc76580,2,prm-85d7c7d738bdc28f|run2,3,0,redundant,middle,34,973,4/4,1,1,0,0
prm-85d7c7d738bdc28f,problem-6fe518888bc76580,3,prm-85d7c7d738bdc28f|run3,3,0,redundant,middle,34,973,4/4,1,1,0,0
prm-85d7c7d738bdc28f,problem-6fe518888bc76580,4,prm-85d7c7d738bdc28f|run4,3,0,redundant,middle,34,973,4/4,1,1,0,0
prm-4e116a81462e9a1c,problem-9f3b9f8d7ae2958e,1,prm-4e116a81462e9a1c|run1,2,-1,harmful,middle,55,450,0/4,0,1,0,1
prm-4e116a81462e9a1c,problem-9f3b9f8d7ae2958e,2,prm-4e116a81462e9a1c|run2,2,-1,harmful,middle,55,450,0/4,0,1,0,1
prm-4e116a81462e9a1c,problem-9f3b9f8d7ae2958e,3,prm-4e116a81462e9a1c|run3,2,-1,harmful,middle,55,450,0/4,0,1,0,1
prm-4e116a81462e9a1c,problem-9f3b9f8d7ae2958e,4,prm-4e116a81462e9a1c|run4,2,-1,harmful,middle,55,450,0/4,0,1,0,1
prm-f06f20e73957e088,problem-4aec4eb79c20b809,1,prm-f06f20e73957e088|run1,4,1,essential,middle,63,567,4/4,1,1,0,0
prm-f06f20e73957e088,problem-4aec4eb79c20b809,2,prm-f06f20e73957e088|run2,4,1,essential,middle,63,567,4/4,1,1,0,0
prm-f06f20e73957e088,problem-4aec4eb79c20b809,3,prm-f06f20e73957e088|run3,4,1,essential,middle,63,567,4/4,1,1,0,0
prm-f06f20e73957e088,problem-4aec4eb79c20b809,4,prm-f06f20e73957e088|run4,4,1,essential,middle,63,567,4/4,1,1,0,0
prm-f59567dc389816f6,problem-4090b3789beffe72,1,prm-f59567dc389816f6|run1,4,-1,harmful,early,132,420,0/4,0,0,0,0
prm-f59567dc389816f6,problem-4090b3789beffe72,2,prm-f59567dc389816f6|run2,4,-1,harmful,early,132,420,0/4,0,0,0,0
prm-f59567dc389816f6,problem-4090b3789beffe72,3,prm-f59567dc389816f6|run3,4,-1,harmful,early,132,420,0/4,0,0,0,0
prm-f59567dc389816f6,problem-4090b3789beffe72,4,prm-f59567dc389816f6|run4,4,-1,harmful,early,132,420,0/4,0,0,0,0
prm-a7a5bc91e1e562b3,problem-c4f4fd84bb522f70,1,prm-a7a5bc91e1e562b3|run1,2,0,redundant,middle,26,419,4/4,1,1,0,0
prm-a7a5bc91e1e562b3,problem-c4f4fd84bb522f70,2,prm-a7a5bc91e1e562b3|run2,2,0,redundant,middle,26,419,4/4,1,1,0,0
prm-a7a5bc91e1e562b3,problem-c4f4fd84bb522f70,3,prm-a7a5bc91e1e562b3|run3,2,0,redundant,middle,26,419,4/4,1,1,0,0
prm-a7a5bc91e1e562b3,problem-c4f4fd84bb522f70,4,prm-a7a5bc91e1e562b3|run4,2,0,redundant,middle,26,419,4/4,1,1,0,0
prm-c03abfd4982e0b4e,problem-4c1c2d962a0e65a5,1,prm-c03abfd4982e0b4e|run1,0,-1,harmful,middle,22,505,0/4,0,1,0,1
prm-c03abfd4982e0b4e,problem-4c1c2d962a0e65a5,2,prm-c03abfd4982e0b4e|run2,0,-1,harmful,middle,22,505,0/4,0,1,0,1
prm-c03abfd4982e0b4e,problem-4c1c2d962a0e65a5,3,prm-c03abfd4982e0b4e|run3,0,-1,harmful,middle,22,505,0/4,0,1,0,1
prm-c03abfd4982e0b4e,problem-4c1c2d962a0e65a5,4,prm-c03abfd4982e0b4e|run4,0,-1,harmful,middle,22,505,0/4,0,1,0,1
prm-9f8de872e85deb1c,problem-45e5f7656e796fc9,1,prm-9f8de872e85deb1c|run1,3,1,essential,late,32,654,4/4,1,1,0,0
prm-9f8de872e85deb1c,problem-45e5f7656e796fc9,2,prm-9f8de872e85deb1c|run2,3,1,essential,late,32,654,4/4,1,1,0,0
prm-9f8de872e85deb1c,problem-45e5f7656e796fc9,3,prm-9f8de872e85deb1c|run3,3,1,essential,late,32,654,4/4,1,1,0,0
prm-9f8de872e85deb1c,problem-45e5f7656e796fc9,4,prm-9f8de872e85deb1c|run4,3,1,essential,late,32,654,4/4,1,1,0,0
prm-39445cabc3c247f3,problem-89f1d351159d3b1e,1,prm-39445cabc3c247f3|run1,2,-1,harmful,late,34,1108,0/4,0,0,0,0
prm-39445cabc3c247f3,problem-89f1d351159d3b1e,2,prm-39445cabc3c247f3|run2,2,-1,harmful,late,34,1108,0/4,0,0,0,0
prm-39445cabc3c247f3,problem-89f1d351159d3b1e,3,prm-39445cabc3c247f3|run3,2,-1,harmful,late,34,1108,0/4,0,0,0,0
prm-39445cabc3c247f3,problem-89f1d351159d3b1e,4,prm-39445cabc3c247f3|run4,2,-1,harmful,late,34,1108,0/4,0,0,0,0
prm-08ffb439fa587578,problem-1e70b4456ea54b6e,1,prm-08ffb439fa587578|run1,1,1,essential,middle,33,511,4/4,1,1,0,0
prm-08ffb439fa587578,problem-1e70b4456ea54b6e,2,prm-08ffb439fa587578|run2,1,1,essential,middle,33,511,4/4,1,1,0,0
prm-08ffb439fa587578,problem-1e70b4456ea54b6e,3,prm-08ffb439fa587578|run3,1,1,essential,middle,33,511,4/4,1,1,0,0
prm-08ffb439fa587578,problem-1e70b4456ea54b6e,4,prm-08ffb439fa587578|run4,1,1,essential,middle,33,511,4/4,1,1,0,0
prm-94b3b2909358d23e,problem-48e7b5d5a1bb68e8,1,prm-94b3b2909358d23e|run1,3,1,redundant,early,20,417,4/4,1,1,0,0
prm-94b3b2909358d23e,problem-48e7b5d5a1bb68e8,2,prm-94b3b2909358d23e|run2,3,1,redundant,early,20,417,4/4,1,1,0,0
prm-94b3b2909358d23e,problem-48e7b5d5a1bb68e8,3,prm-94b3b2909358d23e|run3,3,1,redundant,early,20,417,4/4,1,1,0,0
prm-94b3b2909358d23e,problem-48e7b5d5a1bb68e8,4,prm-94b3b2909358d23e|run4,3,1,redundant,early,20,417,4/4,1,1,0,0
prm-e4f8aa072f5528f6,problem-a3f40663ba19390b,1,prm-e4f8aa072f5528f6|run1,3,1,redundant,early,22,402,0/4,0,1,0,1
prm-e4f8aa072f5528f6,problem-a3f40663ba19390b,2,prm-e4f8aa072f5528f6|run2,3,1,redundant,early,22,402,0/4,0,1,0,1
prm-e4f8aa072f5528f6,problem-a3f40663ba19390b,3,prm-e4f8aa072f5528f6|run3,3,1,redundant,early,22,402,0/4,0,1,0,1
prm-e4f8aa072f5528f6,problem-a3f40663ba19390b,4,prm-e4f8aa072f5528f6|run4,3,1,redundant,early,22,402,0/4,0,1,0,1
prm-b59d428fdeb2db81,problem-ecdad8d7b2a1a133,1,prm-b59d428fdeb2db81|run1,1,1,essential,late,26,491,4/4,1,1,0,0
prm-b59d428fdeb2db81,problem-ecdad8d7b2a1a133,2,prm-b59d428fdeb2db81|run2,1,1,essential,late,26,491,4/4,1,1,0,0
prm-b59d428fdeb2db81,problem-ecdad8d7b2a1a133,3,prm-b59d428fdeb2db81|run3,1,1,essential,late,26,491,4/4,1,0,1,0
prm-b59d428fdeb2db81,problem-ecdad8d7b2a1a133,4,prm-b59d428fdeb2db81|run4,1,1,essential,late,26,491,4/4,1,1,0,0
prm-69589edd55211e2d,problem-5b29870e6b483cee,1,prm-69589edd55211e2d|run1,2,1,redundant,early,39,284,4/4,1,1,0,0
prm-69589edd55211e2d,problem-5b29870e6b483cee,2,prm-69589edd55211e2d|run2,2,1,redundant,early,39,284,4/4,1,1,0,0
prm-69589edd55211e2d,problem-5b29870e6b483cee,3,prm-69589edd55211e2d|run3,2,1,redundant,early,39,284,4/4,1,1,0,0
prm-69589edd55211e2d,problem-5b29870e6b483cee,4,prm-69589edd55211e2d|run4,2,1,redundant,early,39,284,4/4,1,1,0,0
prm-ca8fbd8bc5e76268,problem-3cd65d338d7fdcc9,1,prm-ca8fbd8bc5e76268|run1,2,1,essential,early,51,357,0/4,0,0,0,0
prm-ca8fbd8bc5e76268,problem-3cd65d338d7fdcc9,2,prm-ca8fbd8bc5e76268|run2,2,1,essential,early,51,357,0/4,0,0,0,0
prm-ca8fbd8bc5e76268,problem-3cd65d338d7fdcc9,3,prm-ca8fbd8bc5e76268|run3,2,1,essential,early,51,357,0/4,0,0,0,0
prm-ca8fbd8bc5e76268,problem-3cd65d338d7fdcc9,4,prm-ca8fbd8bc5e76268|run4,2,1,essential,early,51,357,0/4,0,0,0,0
prm-a0bf5d5817e64ebf,problem-e8bbc51e4f0cedba,1,prm-a0bf5d5817e64ebf|run1,0,1,essential,late,39,807,4/4,1,1,0,0
prm-a0bf5d5817e64ebf,problem-e8bbc51e4f0cedba,2,prm-a0bf5d5817e64ebf|run2,0,1,essential,late,39,807,4/4,1,1,0,0
prm-a0bf5d5817e64ebf,problem-e8bbc51e4f0cedba,3,prm-a0bf5d5817e64ebf|run3,0,1,essential,late,39,807,4/4,1,1,0,0
prm-a0bf5d5817e64ebf,problem-e8bbc51e4f0cedba,4,prm-a0bf5d5817e64ebf|run4,0,1,essential,late,39,807,4/4,1,1,0,0
prm-e742e4e78ed351e6,problem-af2fadb634c99ff9,1,prm-e742e4e78ed351e6|run1,2,-1,essential,middle,39,363,0/4,0,0,0,0
prm-e742e4e78ed351e6,problem-af2fadb634c99ff9,2,prm-e742e4e78ed351e6|run2,2,-1,essential,middle,39,363,0/4,0,0,0,0
prm-e742e4e78ed351e6,problem-af2fadb634c99ff9,3,prm-e742e4e78ed351e6|run3,2,-1,essential,middle,39,363,0/4,0,0,0,0
prm-e742e4e78ed351e6,problem-af2fadb634c99ff9,4,prm-e742e4e78ed351e6|run4,2,-1,essential,middle,39,363,0/4,0,0,0,0
prm-2e47da03eaad232d,problem-c16492850cbf8813,1,prm-2e47da03eaad232d|run1,3,0,redundant,early,40,374,3/4,0,1,0,1
prm-2e47da03eaad232d,problem-c16492850cbf8813,2,prm-2e47da03eaad232d|run2,3,0,redundant,early,40,374,3/4,1,1,0,0
prm-2e47da03eaad232d,problem-c16492850cbf8813,3,prm-2e47da03eaad232d|run3,3,0,redundant,early,40,374,3/4,1,1,0,0
prm-2e47da03eaad232d,problem-c16492850cbf8813,4,prm-2e47da03eaad232d|run4,3,0,redundant,early,40,374,3/4,1,1,0,0
prm-a1fd67bb0e47eb99,problem-a03b6b4ae366f630,1,prm-a1fd67bb0e47eb99|run1,1,0,harmful,late,50,399,4/4,1,1,0,0
prm-a1fd67bb0e47eb99,problem-a03b6b4ae366f630,2,prm-a1fd67bb0e47eb99|run2,1,0,harmful,late,50,399,4/4,1,1,0,0
prm-a1fd67bb0e47eb99,problem-a03b6b4ae366f630,3,prm-a1fd67bb0e47eb99|run3,1,0,harmful,late,50,399,4/4,1,1,0,0
prm-a1fd67bb0e47eb99,problem-a03b6b4ae366f630,4,prm-a1fd67bb0e47eb99|run4,1,0,harmful,late,50,399,4/4,1,1,0,0
prm-729feeaa6d7fd49e,problem-1d11f9ffbe4eb325,1,prm-729feeaa6d7fd49e|run1,1,1,essential,middle,43,671,4/4,1,0,1,0
prm-729feeaa6d7fd49e,problem-1d11f9ffbe4eb325,2,prm-729feeaa6d7fd49e|run2,1,1,essential,middle,43,671,4/4,1,0,1,0
prm-729feeaa6d7fd49e,problem-1d11f9ffbe4eb325,3,prm-729feeaa6d7fd49e|run3,1,1,essential,middle,43,671,4/4,1,0,1,0
prm-729feeaa6d7fd49e,problem-1d11f9ffbe4eb325,4,prm-729feeaa6d7fd49e|run4,1,1,essential,middle,43,671,4/4,1,0,1,0
prm-4d106f224c1f1477,problem-9762de06228ca9c9,1,prm-4d106f224c1f1477|run1,3,0,redundant,middle,47,532,4/4,1,1,0,0
prm-4d106f224c1f1477,problem-9762de06228ca9c9,2,prm-4d106f224c1f1477|run2,3,0,redundant,middle,47,532,4/4,1,1,0,0
prm-4d106f224c1f1477,problem-9762de06228ca9c9,3,prm-4d106f224c1f1477|run3,3,0,redundant,middle,47,532,4/4,1,1,0,0
prm-4d106f224c1f1477,problem-9762de06228ca9c9,4,prm-4d106f224c1f1477|run4,3,0,redundant,middle,47,532,4/4,1,1,0,0
prm-e2765e9155dae75b,problem-5df990bd825bcc70,1,prm-e2765e9155dae75b|run1,4,1,essential,early,41,308,4/4,1,1,0,0
prm-e2765e9155dae75b,problem-5df990bd825bcc70,2,prm-e2765e9155dae75b|run2,4,1,essential,early,41,308,4/4,1,0,1,0
prm-e2765e9155dae75b,problem-5df990bd825bcc70,3,prm-e2765e9155dae75b|run3,4,1,essential,early,41,308,4/4,1,1,0,0
prm-e2765e9155dae75b,problem-5df990bd825bcc70,4,prm-e2765e9155dae75b|run4,4,1,essential,early,41,308,4/4,1,0,1,0
prm-85a91c7360442cec,problem-3b95366916efe8e8,1,prm-85a91c7360442cec|run1,4,-1,harmful,middle,13,457,0/4,0,0,0,0
prm-85a91c7360442cec,problem-3b95366916efe8e8,2,prm-85a91c7360442cec|run2,4,-1,harmful,middle,13,457,0/4,0,0,0,0
prm-85a91c7360442cec,problem-3b95366916efe8e8,3,prm-85a91c7360442cec|run3,4,-1,harmful,middle,13,457,0/4,0,0,0,0
