step_id,problem_id,fold
prm-1e1ebbda6644be84,problem-4ee4220e8bc8cdab,4
prm-8d743a4306b744df,problem-4639686b328fdf30,0
prm-939dcfcb80f17717,problem-310d3a0451c5bb4a,4
prm-eadb47af80561526,problem-42517366b010dd6b,2
prm-d7fbf32a29279602,problem-e85714844acfd069,2
prm-60c1493204964b2e,problem-d4e914d360a34942,1
prm-6b1c6a29b6d1c9f7,problem-0887851f3251fb23,3
prm-378914f040c48223,problem-ab8474b5c891f6bb,0
prm-9c5520ebe88a1852,problem-eb20fcfbc7fe587d,4
prm-1d89b199249c7358,problem-4f1949500aa128e9,1
prm-0d673acec3561559,problem-dbd323191fa41977,0
prm-82a7dbd4bea9c49f,problem-d43b5b59260aea9d,2
prm-677329b0cf4a5ef0,problem-bf1b475d2d82a865,1
prm-6a11cd36a6d48aac,problem-983cb8f8902a7887,4
prm-b4b221e907450223,problem-9762de06228ca9c9,3
prm-ae250ba55293ea93,problem-a89fbb80da4fb265,3
prm-e8138a79d9f11b5f,problem-34876d45164544f1,3
prm-a795bb4c871ed999,problem-86dafa426d0346e1,0
prm-afb60f3ac0dd9a0b,problem-c09864a50ddd773b,3
prm-ce91b518cab83f12,problem-02e1cce4311336f4,2
prm-c3e6885bc7f884e7,problem-1ebb7bb0cc81425a,4
prm-8d8817bd48cf495e,problem-c654650535c8d5df,1
prm-e319831ecda4ad73,problem-4ee4220e8bc8cdab,4
prm-8be5e8ce53ce132a,problem-4639686b328fdf30,0
prm-5699f280aa96d018,problem-f604ddc238c9c584,0
prm-015f040f29e2b298,problem-d308b5bba1d4e738,0
prm-a136374e0913b303,problem-edc76d80b3d26c0a,3
prm-2e1055ac659ff29f,problem-b18bba5824f91f21,4
prm-36e206fe8afae4f8,problem-b85cd3a0d61d8d2a,1
prm-64b8dd81d152bc1a,problem-2757934eba881767,2
prm-1d5a5cb08ca68e3d,problem-d3e9908503944910,3
prm-151724cd1bbe2b32,problem-63fb0c19be9bfc02,0
prm-4eb77ebc633f7a2d,problem-d9f531b9527df401,2
prm-58392d69449f6f68,problem-a8c4001358470f25,2
prm-e5a3f23bd55fe87a,problem-96c5e6371e5bca20,2
prm-67027b02bd4348a7,problem-eed9594538d18b57,3
prm-901a3aa77c6c4dc2,problem-d7d47865fbb51ce6,2
prm-bda20d3dc84e4528,problem-2ca7e059eeb0b7dd,0
prm-6f55f9ad3924eda5,problem-6c70163ce817add4,3
prm-a32a5104eb5cd351,problem-e1530f57dea8f8c8,4
prm-3f6d462098747631,problem-88bd1d429ff4da88,3
prm-335e21a88e0969e0,problem-b366ba898e337926,3
prm-1984cb49b132bdb6,problem-86429feba2dedf48,3
prm-6340032015881710,problem-ad5b14b23ed9a9ea,3
prm-7ca8bf8fc95e2b20,problem-7b5a516cad6a7a6d,2
prm-ff4d90cf78aa30d8,problem-93d733b48692eae6,0
prm-b51dfeb3b8305067,problem-fdc8aba1c1ade2de,3
prm-a6f6b01911605940,problem-e0cb6d0fac527a83,4
prm-21878507d8f59c4d,problem-ded0ffd3643d0130,3
prm-cb3eed5635ac46b4,problem-de0c58f09875d127,1
prm-4ed42d1c12397218,problem-db31d840f82d7f2e,1
prm-80def83e2346512b,problem-3b7adb5c0f931e75,2
prm-52cd0d7cc6b4cdfc,problem-0d469d0ece1c8db4,1
prm-836cfecb0a834014,problem-0410748c1e76e3d4,0
prm-e164a92c13c4f1d6,problem-1ebb7bb0cc81425a,4
prm-fea1ec494dc61cd4,problem-5b1d584cfe23d7df,2
prm-f3b8d8282dd5fc21,problem-b248cb4aff92956c,3
prm-a50457954dbd885f,problem-b4c65e92228af5bd,4
prm-d7691ac94c48e3a4,problem-4b5b19174e5d447f,1
prm-9eb976f5fba8a1ea,problem-88bd1d429ff4da88,3
prm-15473e963522ff7f,problem-5b1d584cfe23d7df,2
prm-554fe1d6b58f094f,problem-de2d1c474b9ee450,1
prm-36b1999ceae59aea,problem-210778075950cc2d,4
prm-52ebf116b73ecf1a,problem-5bc561169baa97f9,2
prm-dfdb549c682c7822,problem-44174d8b3df5f07b,1
prm-4376ee5dd1ec051f,problem-e560d5cf6d3fecc5,0
prm-5b638cc553a8f6cc,problem-70cf8bf9114223fc,1
prm-a89889ad37cbc7e2,problem-3e3197b5f708b626,4
prm-a4aa6a22f3134565,problem-a8c4001358470f25,2
prm-cd2eef413f1492b7,problem-83864f8749594ce4,4
prm-e57bd8bedd80b00d,problem-377a092aa19d9ef0,2
prm-932de7bca0e7c93d,problem-42517366b010dd6b,2
prm-da7d81c2f0986b42,problem-a03b6b4ae366f630,1
prm-297fe2bd5193998f,problem-89ee4e5ddd25b8e0,2
prm-d10dadbf854a3250,problem-072eba222d902630,0
prm-cea36bdf052fa8d6,problem-9377eb1958837bb7,1
prm-f7aa110cdcd4de1b,problem-a89fbb80da4fb265,3
prm-200cc16bd7b20d90,problem-c16492850cbf8813,3
prm-372a06491c3ab4c3,problem-73440cb70194642f,0
prm-7c8b800f666a8d2b,problem-6c3d09ab3690acaa,4
prm-ad9e7fa994103189,problem-22b1b3e31b49a035,3
prm-39b8f0d9babefef6,problem-69fc365bc2fe7c07,2
prm-a8f0f0d569ae9708,problem-eee898cfa2cd6785,2
prm-17fa230838c04542,problem-2f7c46ab9eda1c84,3
prm-79304f2f93ee36e7,problem-90a95247aec2a715,0
prm-f209abf6bbcf46bb,problem-a89fbb80da4fb265,3
prm-5f58d3f9cdbdd4cd,problem-7317c41e6c58289b,1
prm-23e70faea1873d2b,problem-4928f50ac88f7a16,1
prm-1aa633a0cb723ff0,problem-2aeafb5e569f94dd,2
prm-d8dd25afa49d220a,problem-0f74f3328993b34b,0
prm-b8a1339e40d14487,problem-92992c0e162b3d6d,2
prm-bdb3ede8ec7d1902,problem-ca9cbef015dfaab2,4
prm-ac1b5da6715754b0,problem-68c9e3705000687e,3
prm-f15246b50fdc7a05,problem-e6376885ffd20df9,3
prm-f3ade9b68838159b,problem-cb95bc64c75cf167,4
prm-ea9c90dcf0197292,problem-7b5a516cad6a7a6d,2
prm-81d72916fff41df2,problem-5acc6365946cc933,4
prm-30611e95e1fdab2f,problem-26def20db88cf572,0
prm-5b41ee9b9b0d17ba,problem-88661c5037ee41b4,4
prm-8b98fbc7066216ce,problem-c6f83b0877a24b7b,0
prm-933bbb6ef939eb1f,problem-f5538ac4bbbed1cd,1
prm-0b28d0082685012b,problem-234b319021dcf2a6,3
prm-9cdea0642dfb0680,problem-116237dfe3dbfe5a,2
prm-a1de62b9ef1cf246,problem-d699cb734c33a748,0
prm-925200af07947f5c,problem-0809a483e113340d,4
prm-bbc52970464fbf13,problem-a03b6b4ae366f630,1
prm-0ff002313a594db0,problem-fc0a8c355d6080a0,3
prm-cfef1e0669eb8eee,problem-ab7e10c4af73c9ed,1
prm-809326ad29e9fe7f,problem-92568e30e12f074a,1
prm-542b09ca81c2a59d,problem-116237dfe3dbfe5a,2
prm-f20b3a116ae0c86a,problem-20855ff8e775267f,1
prm-ce7da7c55243f250,problem-68c9e3705000687e,3
prm-a8a8bda6701d4be2,problem-a66962fe3ac65ca5,0
prm-b1821859ea0c9d57,problem-210778075950cc2d,4
prm-7e6bdad2d7a80ef9,problem-fa8130795d8510ae,0
prm-d2f74008879c56dd,problem-de0c58f09875d127,1
prm-1f8e288adb17d18c,problem-45e5f7656e796fc9,3
prm-cc448d173bf0a3b0,problem-59930f06199891a2,3
prm-f928a55daeb136c0,problem-3b7adb5c0f931e75,2
prm-4e153a707e488ac9,problem-f612b9efc2716ec8,4
prm-0914b22e28651211,problem-bdd65b73583a5484,2
prm-a33bd2bed39c0904,problem-afe7eeff1cb11ff9,3
prm-9689f5a49ddfdb3e,problem-4d7f93151214ef76,4
prm-95090e247bc58e1e,problem-3d1f09ed5cfd53dc,0
prm-d96f1fc3f096f50e,problem-08306232ef9ba7aa,1
prm-ee33bfc442fd8af0,problem-29b2b39dd7862f9d,4
prm-7b57deaaa0d16f28,problem-d3161eafd1210d42,4
prm-cb4a5cbf9bb5b458,problem-42517366b010dd6b,2
prm-4657ae2feebcdcab,problem-e0cb6d0fac527a83,4
prm-7fa27f0af15756ce,problem-6195174aabf201f9,4
prm-b51944c22596b644,problem-9855ca472cb26c0b,0
prm-b10138ab1454a3dc,problem-de0c58f09875d127,1
prm-7df4ff373ff4bd62,problem-3bc30c4cda03ad05,4
prm-abe53d5b468a1ebc,problem-2cd7714989b85d83,3
prm-c796e9f10b13c8d1,problem-6fe518888bc76580,3
prm-102acf97bfdd07f4,problem-ca9cbef015dfaab2,4
prm-6fae419daf3fea6a,problem-3447eebbdcaa37f9,1
prm-04b463c60fdb3f38,problem-5acc6365946cc933,4
prm-cb956bad5ee66d16,problem-70cf8bf9114223fc,1
prm-a3120089f800f1e1,problem-57d488b1dac9c921,4
prm-0b2c173096bce7b5,problem-70cf8bf9114223fc,1
prm-ea5630c2b42fdb9a,problem-88f73baedbff623c,2
prm-a081faca165fd59b,problem-1ea3d389e0493b48,3
prm-dd448bdba8557edf,problem-09bee343ecbddf16,4
prm-fa7b948140b07d8f,problem-90a95247aec2a715,0
prm-8eab1f56bd806ddc,problem-f75c04ea2e983a23,2
prm-68f28d955828cf44,problem-eb20fcfbc7fe587d,4
prm-9719f2f944491556,problem-96c5e6371e5bca20,2
prm-198f47bbf6394d9d,problem-a8c4001358470f25,2
prm-dbc1373a79928aa0,problem-c0364fc64487e4ec,0
prm-df2ec95ccf5f161f,problem-a325f288a314fe56,3
prm-a625e035a295d2bd,problem-cb95bc64c75cf167,4
prm-ddb44dca9b82bb3d,problem-70cf8bf9114223fc,1
prm-f1c09b6fd89155cf,problem-310d3a0451c5bb4a,4
prm-7b6647a191e51a48,problem-86429feba2dedf48,3
prm-feab03f43e4af912,problem-4639686b328fdf30,0
