step_id,problem_id,m2_cell,prm_rating,step_type_human_calibrated,position_bin,control_correct_count,placebo_eligible,qwen_target_effect,qwen_pure_semantic_effect
prm-26cc0e5d412214d1,problem-7fc009d3f808cafe,rating1_stable,1,essential,late,4,1,0.0000,0.2500
prm-16428e60085cafa9,problem-30257ce512a9dbe4,rating1_stable,1,essential,late,4,1,0.0000,0.7500
prm-4dbc982a4c31d7d8,problem-2ac3a772d4b2a706,rating1_stable,1,essential,late,4,1,0.0000,0.2500
prm-1590d85cae7720a6,problem-7f3bd86e5e9247de,rating1_stable,1,redundant,late,4,1,-0.7500,-0.5000
prm-7449b3260474567e,problem-edc76d80b3d26c0a,rating1_stable,1,essential,late,4,1,0.0000,0.0000
prm-91df52b1208ea81d,problem-4928f50ac88f7a16,rating1_stable,1,essential,late,4,1,0.0000,0.0000
prm-bedcbd8166cb0b0f,problem-d66a40c796e80963,rating1_stable,1,essential,late,4,1,0.0000,0.0000
prm-64828b0b15ca157c,problem-3e3197b5f708b626,rating1_stable,1,essential,late,4,1,0.0000,0.0000
prm-b59d428fdeb2db81,problem-ecdad8d7b2a1a133,rating1_stable,1,essential,late,4,1,-0.2500,-0.2500
prm-15473e963522ff7f,problem-5b1d584cfe23d7df,rating1_other,1,essential,early,0,1,0.0000,0.0000
prm-02ed1bb8af1a120d,problem-dbe25f76577aa227,rating1_other,1,harmful,early,0,1,0.0000,0.0000
prm-cfef1e0669eb8eee,problem-ab7e10c4af73c9ed,rating1_other,1,essential,early,0,1,0.7500,0.0000
prm-cb4a5cbf9bb5b458,problem-42517366b010dd6b,rating1_other,1,essential,early,2,1,-0.5000,-0.2500
prm-c1da18d5eb32eafe,problem-ced521d94764b4a3,rating1_other,1,harmful,early,0,1,0.0000,0.0000
prm-ca8fbd8bc5e76268,problem-3cd65d338d7fdcc9,rating1_other,1,redundant,early,0,1,0.0000,0.0000
prm-9df86fcdc40baf88,problem-118be303d7abffbe,rating1_other,1,redundant,early,1,1,0.5000,0.2500
prm-1032a7112c293158,problem-ebebe01a18f218d6,rating1_other,1,redundant,early,0,1,0.0000,0.0000
prm-fea1ec494dc61cd4,problem-5b1d584cfe23d7df,rating1_other,1,essential,early,3,1,-0.2500,0.2500
prm-6a5663499dcdfb6e,problem-de2d1c474b9ee450,rating1_other,1,redundant,early,3,1,0.2500,0.0000
prm-32ce22f0573267db,problem-4ecc75de961c1f8e,rating1_other,1,essential,early,0,1,1.0000,1.0000
prm-e853a7a5555f3056,problem-57d488b1dac9c921,rating1_other,1,redundant,early,0,1,0.0000,-0.7500
prm-0835351a60d3a191,problem-7b5a516cad6a7a6d,rating1_other,1,essential,early,2,1,-0.5000,0.0000
prm-cc448d173bf0a3b0,problem-59930f06199891a2,rating1_other,1,redundant,early,0,1,0.7500,0.2500
prm-569d7cf9abe65f34,problem-2aeafb5e569f94dd,rating1_other,1,essential,early,0,1,1.0000,0.7500
prm-f928a55daeb136c0,problem-3b7adb5c0f931e75,rating1_other,1,harmful,early,0,1,0.0000,0.0000
prm-7af50adf0a42982f,problem-59930f06199891a2,rating1_other,1,redundant,early,0,1,0.0000,-0.5000
prm-b51dfeb3b8305067,problem-fdc8aba1c1ade2de,rating1_other,1,essential,early,0,1,0.0000,-0.2500
prm-0b2c173096bce7b5,problem-70cf8bf9114223fc,rating1_other,1,redundant,early,0,1,0.0000,-0.5000
prm-8bf0d8a37d2eb018,problem-bf1b475d2d82a865,rating1_other,1,harmful,early,0,1,0.0000,0.0000
prm-e31d87a5f18e7b0e,problem-81dd044c95a0fca3,rating1_other,1,essential,middle,0,1,0.0000,0.0000
prm-f902409b4b69ac6a,problem-4639686b328fdf30,rating1_other,1,redundant,middle,0,1,0.0000,0.0000
prm-7805f2fb660af82c,problem-e560d5cf6d3fecc5,rating1_other,1,essential,middle,0,1,1.0000,1.0000
prm-cbc588184fc6053c,problem-cdaeb4bf71f69112,rating1_other,1,essential,middle,1,1,-0.2500,-0.5000
prm-7cf98f01d85acf4d,problem-d4b934f6ede28d75,rating1_other,1,essential,middle,2,1,0.5000,0.0000
prm-2d92ce0491f2f56a,problem-5d4e128b653312de,rating1_other,1,redundant,middle,3,1,0.2500,0.5000
prm-9def3665fa2dd260,problem-3b95366916efe8e8,rating1_other,1,harmful,middle,3,1,0.2500,0.5000
prm-42aa85293ce04d6c,problem-ab7e10c4af73c9ed,rating1_other,1,redundant,middle,0,1,0.0000,-1.0000
prm-45906351f0903519,problem-a66962fe3ac65ca5,rating1_other,1,harmful,middle,0,1,0.0000,-0.6667
prm-901a3aa77c6c4dc2,problem-d7d47865fbb51ce6,rating1_other,1,redundant,middle,0,1,1.0000,0.7500
prm-01441d1b7d95366c,problem-cbe5b6b45a9ab948,rating1_other,1,essential,middle,0,1,1.0000,1.0000
prm-d018213d57c7afde,problem-db4c0ed2fbf94208,rating1_other,1,essential,middle,3,1,0.2500,0.0000
prm-dfed03ca959f8315,problem-2757934eba881767,rating1_other,1,essential,middle,0,1,0.0000,-0.3333
prm-ab761a525cce7441,problem-af2fadb634c99ff9,rating1_other,1,essential,middle,0,1,1.0000,0.0000
prm-aca8e5373e4b0749,problem-f5ace075c490ab02,rating1_other,1,essential,middle,0,1,0.0000,0.0000
prm-67027b02bd4348a7,problem-eed9594538d18b57,rating1_other,1,essential,middle,0,1,0.0000,0.0000
prm-d987eb66b5f962dd,problem-89ee4e5ddd25b8e0,rating1_other,1,harmful,middle,0,1,0.7500,0.7500
prm-c5d0b2ae9f6de94a,problem-42517366b010dd6b,rating1_other,1,redundant,middle,2,1,-0.5000,0.0000
prm-b10138ab1454a3dc,problem-de0c58f09875d127,rating1_other,1,redundant,middle,0,1,0.5000,-0.5000
prm-2e5c19fc0f94ad0f,problem-6195174aabf201f9,rating1_other,1,redundant,middle,2,1,0.5000,0.0000
prm-b09e1aa4bb87ee7c,problem-a0041119ec9c197c,rating1_other,1,essential,late,0,1,0.0000,0.0000
prm-76b2b2177dea50be,problem-27304254dfee5d97,rating1_other,1,essential,late,0,1,0.7500,0.0000
prm-fde519a4d71d112d,problem-96a8c62f9c87bbff,rating1_other,1,redundant,late,0,1,0.0000,0.0000
prm-666a954e3bca4a2f,problem-9d135f320cbe07b9,rating1_other,1,essential,late,3,1,-0.7500,0.0000
prm-66bc41cfa62d57e2,problem-cf3312d83cf0bc46,rating1_other,1,essential,late,1,1,-0.2500,-0.2500
prm-bd9c89c30ff0439e,problem-59930f06199891a2,rating1_other,1,essential,late,3,1,0.2500,0.5000
prm-8eab1f56bd806ddc,problem-f75c04ea2e983a23,rating1_other,1,essential,late,3,1,0.2500,0.5000
prm-b51944c22596b644,problem-9855ca472cb26c0b,rating1_other,1,essential,late,0,1,0.0000,-0.7500
prm-12bc5c8b425e5765,problem-1a7c478bb9ae0d78,rating1_other,1,essential,late,0,1,0.0000,-1.0000
prm-242890b88c115e2c,problem-57971ca6c2f0ea0b,rating1_other,1,redundant,late,3,1,-0.5000,-0.7500
prm-c7fdd3c01ea7968c,problem-3c77f3abead87cb6,rating1_other,1,essential,late,2,1,0.5000,0.5000
prm-1e1ebbda6644be84,problem-4ee4220e8bc8cdab,rating1_other,1,essential,late,3,0,0.2500,
prm-fb4120427f491cb1,problem-1d11f9ffbe4eb325,rating1_other,1,essential,late,0,0,0.0000,
prm-12c0e402310b4521,problem-f63d2aeb1dcb4877,rating1_other,1,redundant,late,3,0,0.2500,
prm-2c5e0537236b9a03,problem-9855ca472cb26c0b,rating1_other,1,essential,early,0,1,0.2500,-0.7500
prm-47679397406393e0,problem-22d4c2de98f5c342,rating1_other,1,redundant,early,3,1,0.2500,0.0000
prm-de925ec448909016,problem-83233254b974f8d3,rating1_other,1,essential,middle,0,1,0.2500,-0.2500
prm-7fa27f0af15756ce,problem-6195174aabf201f9,rating1_other,1,essential,middle,3,1,0.2500,0.0000
prm-61500888ffe32624,problem-d699cb734c33a748,rating1_other,1,essential,early,1,1,0.2500,0.5000
prm-e4f8aa072f5528f6,problem-a3f40663ba19390b,rating1_other,1,essential,early,0,1,1.0000,0.0000
