row_type,step_id,rating,semantic_type,target_effect_pp,ci_low_pp,ci_high_pp,x_jitter
point,prm-27e89528dea4c565,0,redundant,0.000000,,,0.003520
point,prm-f254e3a090dbe70a,1,essential,0.000000,,,-0.051040
point,prm-64b92977ff492b9b,-1,essential,100.000000,,,-0.109120
point,prm-5aef13ef62a287fc,0,redundant,0.000000,,,-0.090200
point,prm-fde519a4d71d112d,1,essential,0.000000,,,0.058960
point,prm-b09e1aa4bb87ee7c,1,harmful,0.000000,,,0.003960
point,prm-c9fe17645948c6da,0,redundant,0.000000,,,0.007260
point,prm-1989a099acb06f53,0,redundant,75.000000,,,-0.048620
point,prm-d4926e70a53c8c17,1,redundant,0.000000,,,-0.058080
point,prm-707a079b8cebba7e,-1,harmful,50.000000,,,0.095920
point,prm-da9a80d73183841e,0,redundant,25.000000,,,-0.058080
point,prm-4d125d919f106dbe,0,essential,0.000000,,,-0.104940
point,prm-b46df73b9c7f1dd9,-1,harmful,100.000000,,,0.015400
point,prm-9ceaed5b974155d1,-1,redundant,0.000000,,,0.104060
point,prm-b61370dd7f97aa7c,1,essential,0.000000,,,0.046860
point,prm-158ef0683bb8bf70,-1,harmful,0.000000,,,0.051700
point,prm-c95d41ec650cb773,-1,harmful,0.000000,,,0.020240
point,prm-762ceff54735d7f1,0,redundant,0.000000,,,-0.004400
point,prm-e9f04531a844d980,-1,harmful,100.000000,,,-0.048840
point,prm-9db27c5e8855d8c2,-1,harmful,0.000000,,,-0.029480
point,prm-08169263b46b6a22,1,essential,0.000000,,,0.102520
point,prm-5636d3dc1eb6633f,-1,harmful,0.000000,,,-0.075460
point,prm-c502b3dc0f88dfaf,-1,harmful,0.000000,,,0.041360
point,prm-8dfa8dc3890bcfef,-1,harmful,0.000000,,,0.024860
point,prm-e340bad68ddf9e2d,0,redundant,0.000000,,,-0.025520
point,prm-f8d5e2b8c3ae4947,0,redundant,0.000000,,,-0.005720
point,prm-32cacde29c588ce5,1,essential,0.000000,,,-0.010780
point,prm-78bd280e7dee8d22,1,redundant,0.000000,,,0.008140
point,prm-84b3c6777c806334,-1,harmful,50.000000,,,0.016940
point,prm-0219e874907d9144,0,essential,0.000000,,,0.055000
point,prm-090c92a536a6f7cf,0,redundant,25.000000,,,-0.011220
point,prm-2ec389700747f531,0,redundant,0.000000,,,-0.054780
point,prm-c95bf35f36e49166,0,redundant,0.000000,,,0.078540
point,prm-dba05e0cd479b592,-1,harmful,50.000000,,,-0.062920
point,prm-de925ec448909016,1,essential,25.000000,,,-0.003740
point,prm-4f0a1eb97f47668a,1,redundant,0.000000,,,0.082500
point,prm-c724e22efcbb6540,-1,harmful,0.000000,,,-0.104940
point,prm-c1d4d174440821f2,0,essential,-50.000000,,,-0.028820
point,prm-43a5c71b96bc6a02,-1,harmful,0.000000,,,-0.007260
point,prm-359b37145eea0ad1,1,redundant,0.000000,,,0.085580
point,prm-b22345a73912d695,1,essential,0.000000,,,-0.093720
point,prm-70a2e3a4f8362a3d,1,harmful,0.000000,,,0.097460
point,prm-a7ee94dec2e0a9cc,-1,harmful,0.000000,,,-0.012540
point,prm-62cd37cf091fe105,1,redundant,25.000000,,,0.077220
point,prm-27d0dda20005b851,-1,harmful,0.000000,,,-0.068420
point,prm-d7cd2fc406477b13,0,essential,-25.000000,,,0.044220
point,prm-b5f8d24593f1e708,0,redundant,0.000000,,,-0.081180
point,prm-d3fcbd13ec57a842,1,redundant,0.000000,,,0.066660
point,prm-b8e3cc348f791b5a,-1,harmful,0.000000,,,0.084700
point,prm-5c51e282ba7208e7,0,harmful,0.000000,,,0.032120
point,prm-f65a99197bf57f66,-1,harmful,0.000000,,,0.022440
point,prm-1e1ebbda6644be84,1,redundant,25.000000,,,-0.034100
point,prm-8d743a4306b744df,0,redundant,0.000000,,,0.018040
point,prm-939dcfcb80f17717,1,redundant,0.000000,,,0.045320
point,prm-eadb47af80561526,-1,harmful,-50.000000,,,0.008800
point,prm-d7fbf32a29279602,-1,harmful,0.000000,,,0.048620
point,prm-60c1493204964b2e,0,redundant,0.000000,,,-0.031240
point,prm-6b1c6a29b6d1c9f7,0,harmful,25.000000,,,0.002640
point,prm-378914f040c48223,0,redundant,75.000000,,,0.068200
point,prm-9c5520ebe88a1852,0,redundant,0.000000,,,-0.075900
point,prm-1d89b199249c7358,-1,harmful,0.000000,,,0.061600
point,prm-0d673acec3561559,-1,harmful,25.000000,,,-0.011660
point,prm-82a7dbd4bea9c49f,-1,harmful,0.000000,,,-0.087120
point,prm-677329b0cf4a5ef0,-1,harmful,0.000000,,,-0.071940
point,prm-6a11cd36a6d48aac,0,harmful,-75.000000,,,-0.067760
point,prm-b4b221e907450223,0,redundant,0.000000,,,0.064020
point,prm-ae250ba55293ea93,1,essential,50.000000,,,0.075680
point,prm-e8138a79d9f11b5f,1,redundant,0.000000,,,-0.080520
point,prm-a795bb4c871ed999,-1,harmful,75.000000,,,-0.072600
point,prm-afb60f3ac0dd9a0b,0,harmful,0.000000,,,0.047960
point,prm-ce91b518cab83f12,-1,harmful,-25.000000,,,0.056980
point,prm-c3e6885bc7f884e7,1,redundant,0.000000,,,-0.014960
point,prm-8d8817bd48cf495e,-1,harmful,100.000000,,,0.000660
point,prm-e319831ecda4ad73,-1,harmful,0.000000,,,-0.002200
point,prm-8be5e8ce53ce132a,0,redundant,25.000000,,,-0.098780
point,prm-5699f280aa96d018,1,essential,-50.000000,,,-0.026620
point,prm-015f040f29e2b298,0,essential,-100.000000,,,0.056100
point,prm-a136374e0913b303,1,redundant,0.000000,,,-0.054120
point,prm-2e1055ac659ff29f,0,redundant,0.000000,,,0.013640
point,prm-36e206fe8afae4f8,0,redundant,0.000000,,,-0.051260
point,prm-64b8dd81d152bc1a,-1,harmful,0.000000,,,0.086900
point,prm-1d5a5cb08ca68e3d,-1,harmful,75.000000,,,0.007040
point,prm-151724cd1bbe2b32,1,essential,0.000000,,,0.090420
point,prm-4eb77ebc633f7a2d,1,redundant,0.000000,,,0.104500
point,prm-58392d69449f6f68,-1,harmful,0.000000,,,-0.080080
point,prm-e5a3f23bd55fe87a,-1,harmful,0.000000,,,-0.075460
point,prm-67027b02bd4348a7,1,essential,0.000000,,,-0.078540
point,prm-901a3aa77c6c4dc2,1,harmful,100.000000,,,0.055440
point,prm-bda20d3dc84e4528,0,redundant,0.000000,,,-0.073040
point,prm-6f55f9ad3924eda5,0,redundant,0.000000,,,-0.075240
point,prm-a32a5104eb5cd351,-1,harmful,100.000000,,,0.085800
point,prm-3f6d462098747631,-1,harmful,0.000000,,,-0.013640
point,prm-335e21a88e0969e0,0,redundant,-100.000000,,,0.033000
point,prm-1984cb49b132bdb6,0,harmful,50.000000,,,0.015180
point,prm-6340032015881710,0,redundant,0.000000,,,0.086020
point,prm-7ca8bf8fc95e2b20,-1,harmful,0.000000,,,0.109120
point,prm-ff4d90cf78aa30d8,1,redundant,0.000000,,,-0.056540
point,prm-b51dfeb3b8305067,1,essential,0.000000,,,0.004840
point,prm-a6f6b01911605940,-1,harmful,75.000000,,,-0.073040
point,prm-21878507d8f59c4d,1,redundant,0.000000,,,-0.060500
point,prm-cb3eed5635ac46b4,0,harmful,0.000000,,,-0.047960
point,prm-4ed42d1c12397218,-1,harmful,0.000000,,,-0.067100
point,prm-80def83e2346512b,-1,harmful,-100.000000,,,-0.026620
point,prm-52cd0d7cc6b4cdfc,1,essential,0.000000,,,-0.055440
point,prm-836cfecb0a834014,-1,harmful,75.000000,,,0.018700
point,prm-e164a92c13c4f1d6,0,essential,0.000000,,,-0.089760
point,prm-fea1ec494dc61cd4,1,harmful,-25.000000,,,-0.092620
point,prm-f3b8d8282dd5fc21,0,redundant,0.000000,,,0.108680
point,prm-a50457954dbd885f,1,redundant,0.000000,,,0.036740
point,prm-d7691ac94c48e3a4,1,essential,0.000000,,,0.019800
point,prm-9eb976f5fba8a1ea,-1,harmful,0.000000,,,0.071720
point,prm-15473e963522ff7f,1,essential,0.000000,,,0.020680
point,prm-554fe1d6b58f094f,0,harmful,0.000000,,,0.029480
point,prm-36b1999ceae59aea,1,essential,0.000000,,,0.010780
point,prm-52ebf116b73ecf1a,-1,harmful,0.000000,,,0.057860
point,prm-dfdb549c682c7822,-1,harmful,100.000000,,,0.050820
point,prm-4376ee5dd1ec051f,0,redundant,-50.000000,,,-0.066660
point,prm-5b638cc553a8f6cc,0,essential,0.000000,,,0.108020
point,prm-a89889ad37cbc7e2,-1,harmful,0.000000,,,-0.069080
point,prm-a4aa6a22f3134565,0,redundant,0.000000,,,0.044440
point,prm-cd2eef413f1492b7,1,essential,-25.000000,,,0.001100
point,prm-e57bd8bedd80b00d,-1,harmful,-50.000000,,,-0.073480
point,prm-932de7bca0e7c93d,0,redundant,-25.000000,,,-0.094820
point,prm-da7d81c2f0986b42,-1,harmful,100.000000,,,-0.035200
point,prm-297fe2bd5193998f,0,redundant,0.000000,,,0.068420
point,prm-d10dadbf854a3250,-1,harmful,100.000000,,,0.023100
point,prm-cea36bdf052fa8d6,-1,harmful,0.000000,,,-0.108900
point,prm-f7aa110cdcd4de1b,-1,harmful,-25.000000,,,-0.029920
point,prm-200cc16bd7b20d90,1,redundant,0.000000,,,0.025740
point,prm-372a06491c3ab4c3,1,essential,0.000000,,,0.109340
point,prm-7c8b800f666a8d2b,0,redundant,0.000000,,,0.024420
point,prm-ad9e7fa994103189,0,redundant,100.000000,,,-0.057420
point,prm-39b8f0d9babefef6,0,redundant,-50.000000,,,-0.062920
point,prm-a8f0f0d569ae9708,-1,harmful,100.000000,,,0.018920
point,prm-17fa230838c04542,-1,redundant,-100.000000,,,-0.005500
point,prm-79304f2f93ee36e7,-1,essential,0.000000,,,-0.085140
point,prm-f209abf6bbcf46bb,-1,harmful,0.000000,,,-0.027940
point,prm-5f58d3f9cdbdd4cd,1,redundant,0.000000,,,0.103620
point,prm-23e70faea1873d2b,-1,harmful,0.000000,,,0.022880
point,prm-1aa633a0cb723ff0,0,redundant,0.000000,,,0.063580
point,prm-d8dd25afa49d220a,1,redundant,-25.000000,,,0.021340
point,prm-b8a1339e40d14487,0,harmful,75.000000,,,0.037840
point,prm-bdb3ede8ec7d1902,0,redundant,100.000000,,,0.061600
point,prm-ac1b5da6715754b0,-1,harmful,0.000000,,,0.105380
point,prm-f15246b50fdc7a05,-1,harmful,0.000000,,,-0.065560
point,prm-f3ade9b68838159b,1,harmful,0.000000,,,0.046860
point,prm-ea9c90dcf0197292,0,redundant,0.000000,,,-0.059400
point,prm-81d72916fff41df2,0,redundant,0.000000,,,0.014080
point,prm-30611e95e1fdab2f,1,redundant,0.000000,,,0.085800
point,prm-5b41ee9b9b0d17ba,0,essential,100.000000,,,-0.071720
point,prm-8b98fbc7066216ce,-1,essential,0.000000,,,-0.095920
point,prm-933bbb6ef939eb1f,-1,harmful,-75.000000,,,0.050380
point,prm-0b28d0082685012b,0,redundant,0.000000,,,-0.065340
point,prm-9cdea0642dfb0680,0,harmful,0.000000,,,-0.093720
point,prm-a1de62b9ef1cf246,0,essential,-100.000000,,,0.001980
point,prm-925200af07947f5c,0,redundant,-50.000000,,,-0.062700
point,prm-bbc52970464fbf13,0,essential,0.000000,,,0.098120
point,prm-0ff002313a594db0,0,redundant,100.000000,,,0.062920
point,prm-cfef1e0669eb8eee,1,essential,75.000000,,,0.035420
point,prm-809326ad29e9fe7f,0,harmful,0.000000,,,0.004620
point,prm-542b09ca81c2a59d,1,harmful,-100.000000,,,-0.020240
point,prm-f20b3a116ae0c86a,0,essential,0.000000,,,0.086240
point,prm-ce7da7c55243f250,-1,harmful,-25.000000,,,0.073480
point,prm-a8a8bda6701d4be2,0,harmful,-25.000000,,,-0.049500
point,prm-b1821859ea0c9d57,1,redundant,0.000000,,,0.051040
point,prm-7e6bdad2d7a80ef9,-1,harmful,0.000000,,,0.095260
point,prm-d2f74008879c56dd,0,redundant,-25.000000,,,0.038280
point,prm-1f8e288adb17d18c,-1,harmful,-25.000000,,,-0.052360
point,prm-cc448d173bf0a3b0,1,redundant,75.000000,,,-0.030800
point,prm-f928a55daeb136c0,1,harmful,0.000000,,,-0.039160
point,prm-4e153a707e488ac9,0,harmful,-100.000000,,,-0.072160
point,prm-0914b22e28651211,0,redundant,-100.000000,,,0.050380
point,prm-a33bd2bed39c0904,1,redundant,0.000000,,,0.064900
point,prm-9689f5a49ddfdb3e,0,essential,-75.000000,,,0.000000
point,prm-95090e247bc58e1e,-1,harmful,0.000000,,,-0.045320
point,prm-d96f1fc3f096f50e,0,essential,50.000000,,,-0.044880
point,prm-ee33bfc442fd8af0,1,redundant,-25.000000,,,-0.101860
point,prm-7b57deaaa0d16f28,-1,harmful,0.000000,,,-0.084700
point,prm-cb4a5cbf9bb5b458,1,essential,-50.000000,,,0.086240
point,prm-4657ae2feebcdcab,-1,harmful,100.000000,,,-0.031240
point,prm-7fa27f0af15756ce,1,essential,25.000000,,,0.067540
point,prm-b51944c22596b644,1,essential,0.000000,,,-0.059180
point,prm-b10138ab1454a3dc,1,redundant,50.000000,,,0.036080
point,prm-7df4ff373ff4bd62,1,essential,-100.000000,,,0.071280
point,prm-abe53d5b468a1ebc,-1,harmful,0.000000,,,0.106040
point,prm-c796e9f10b13c8d1,0,essential,0.000000,,,-0.072160
point,prm-102acf97bfdd07f4,0,redundant,0.000000,,,0.080960
point,prm-6fae419daf3fea6a,1,redundant,0.000000,,,-0.095040
point,prm-04b463c60fdb3f38,0,redundant,0.000000,,,0.064460
point,prm-cb956bad5ee66d16,1,essential,0.000000,,,-0.011440
point,prm-a3120089f800f1e1,-1,harmful,0.000000,,,-0.020240
point,prm-0b2c173096bce7b5,1,essential,0.000000,,,-0.042460
point,prm-ea5630c2b42fdb9a,0,redundant,0.000000,,,0.106700
point,prm-a081faca165fd59b,-1,harmful,0.000000,,,0.021780
point,prm-dd448bdba8557edf,-1,harmful,100.000000,,,-0.085580
point,prm-fa7b948140b07d8f,-1,harmful,0.000000,,,0.011000
point,prm-8eab1f56bd806ddc,1,redundant,25.000000,,,-0.064460
point,prm-68f28d955828cf44,-1,harmful,100.000000,,,0.079640
point,prm-9719f2f944491556,-1,harmful,0.000000,,,-0.068200
point,prm-198f47bbf6394d9d,1,harmful,0.000000,,,0.020240
point,prm-dbc1373a79928aa0,1,redundant,0.000000,,,-0.095700
point,prm-df2ec95ccf5f161f,0,harmful,0.000000,,,0.039600
point,prm-a625e035a295d2bd,0,essential,50.000000,,,-0.067100
point,prm-ddb44dca9b82bb3d,1,essential,0.000000,,,-0.016940
point,prm-f1c09b6fd89155cf,-1,harmful,50.000000,,,0.080520
point,prm-7b6647a191e51a48,0,redundant,25.000000,,,-0.094600
point,prm-feab03f43e4af912,0,redundant,-75.000000,,,0.085140
summary,,-1,essential,17.857143,-3.571429,42.857143,
summary,,-1,redundant,0.000000,-37.500000,37.500000,
summary,,-1,harmful,23.314607,16.573034,30.056180,
summary,,0,essential,-6.097561,-19.512195,7.317073,
summary,,0,redundant,1.652893,-4.752066,8.264463,
summary,,0,harmful,2.631579,-11.842105,17.121711,
summary,,1,essential,-1.818182,-8.414773,5.000000,
summary,,1,redundant,0.347222,-7.291667,7.986111,
summary,,1,harmful,2.777778,-19.444444,25.000000,
