sample_key,subset,step_class,control_rate,target_rate,target_effect,danger,benefit,placebo_effect,pure_semantic_effect
omnimath|omnimath-729,omnimath,first_error,0.3333333333333333,0.3333333333333333,0.0,0,0,-0.3333333333333333,0.3333333333333333
omnimath|omnimath-175,omnimath,first_error,0.0,0.0,0.0,0,0,,
omnimath|omnimath-598,omnimath,first_error,0.0,0.0,0.0,0,0,0.0,0.0
omnimath|omnimath-261,omnimath,first_error,0.0,0.0,0.0,0,0,,
omnimath|omnimath-729|s0,omnimath,locally_correct_pre_error,0.0,0.3333333333333333,0.3333333333333333,0,1,0.3333333333333333,0.0
omnimath|omnimath-469|s1,omnimath,locally_correct_pre_error,0.0,0.0,0.0,0,0,0.0,0.0
omnimath|omnimath-163|s1,omnimath,locally_correct_pre_error,0.0,0.0,0.0,0,0,0.0,0.0
omnimath|omnimath-27|s0,omnimath,locally_correct_pre_error,0.0,0.0,0.0,0,0,,
omnimath|omnimath-314|s0,omnimath,locally_correct_pre_error,0.0,1.0,1.0,0,1,1.0,0.0
omnimath|omnimath-129|s0,omnimath,locally_correct_pre_error,0.0,0.3333333333333333,0.3333333333333333,0,1,0.6666666666666666,-0.3333333333333333
omnimath|omnimath-258|s1,omnimath,locally_correct_pre_error,1.0,0.3333333333333333,-0.6666666666666667,1,0,0.0,-0.6666666666666667
omnimath|omnimath-535|s0,omnimath,locally_correct_pre_error,1.0,0.0,-1.0,1,0,0.0,-1.0
omnimath|omnimath-175|s0,omnimath,locally_correct_pre_error,0.0,0.0,0.0,0,0,,
omnimath|omnimath-245|s0,omnimath,locally_correct_pre_error,0.0,0.0,0.0,0,0,0.0,0.0
omnimath|omnimath-854|s0,omnimath,locally_correct_pre_error,1.0,1.0,0.0,0,0,,
omnimath|omnimath-460|s1,omnimath,locally_correct_pre_error,0.6666666666666666,0.6666666666666666,0.0,0,0,-0.3333333333333333,0.3333333333333333
omnimath|omnimath-598|s1,omnimath,locally_correct_pre_error,0.0,0.0,0.0,0,0,0.0,0.0
omnimath|omnimath-33|s2,omnimath,locally_correct_pre_error,0.0,0.0,0.0,0,0,,
omnimath|omnimath-25|s4,omnimath,locally_correct_pre_error,0.0,0.0,0.0,0,0,,
omnimath|omnimath-312|s2,omnimath,locally_correct_pre_error,1.0,1.0,0.0,0,0,,
omnimath|omnimath-261|s14,omnimath,locally_correct_pre_error,0.0,0.0,0.0,0,0,0.0,0.0
