step_id,rating,type_hc,cell,control_runs,target_runs,placebo_runs,control_rate,target_rate,target_effect,placebo_rate,placebo_effect,pure_semantic_effect
prm-78bd280e7dee8d22,1,essential,rating1_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-010e43e3a679e690,1,essential,rating1_stable,3,3,3,0.6666666666666666,1.0,0.33333333333333337,1.0,0.33333333333333337,0.0
prm-d43403303ce7ca47,0,essential,rating0_other,3,3,3,1.0,0.3333333333333333,-0.6666666666666667,1.0,0.0,-0.6666666666666667
prm-9156dcd21a3e42c0,1,essential,rating1_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-08ffb439fa587578,1,essential,rating1_stable,3,3,3,0.6666666666666666,1.0,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337
prm-87593f72c0253cec,1,essential,rating1_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-00177cb1b6246e3e,1,essential,rating1_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-7b9dea52f656c0bc,1,essential,rating1_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-8bd9e6649bc32eb5,1,essential,rating1_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-e8138a79d9f11b5f,1,essential,rating1_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-7df4ff373ff4bd62,1,redundant,rating1_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-dbc1373a79928aa0,1,essential,rating1_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-9f8de872e85deb1c,1,redundant,rating1_stable,3,3,3,1.0,1.0,0.0,0.6666666666666666,-0.33333333333333337,0.33333333333333337
prm-b02cba206762c771,1,essential,rating1_stable,3,3,3,0.6666666666666666,1.0,0.33333333333333337,1.0,0.33333333333333337,0.0
prm-1590d85cae7720a6,1,redundant,rating1_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-16428e60085cafa9,1,essential,rating1_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-7449b3260474567e,1,essential,rating1_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-26cc0e5d412214d1,1,essential,rating1_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-91df52b1208ea81d,1,essential,rating1_stable,3,3,3,1.0,1.0,0.0,0.6666666666666666,-0.33333333333333337,0.33333333333333337
prm-bedcbd8166cb0b0f,1,essential,rating1_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-b59d428fdeb2db81,1,essential,rating1_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-64828b0b15ca157c,1,essential,rating1_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-cfef1e0669eb8eee,1,essential,rating1_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-4dbc982a4c31d7d8,1,essential,rating1_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-cb4a5cbf9bb5b458,1,essential,rating1_other,3,3,3,1.0,1.0,0.0,0.3333333333333333,-0.6666666666666667,0.6666666666666667
prm-15473e963522ff7f,1,essential,rating1_other,3,3,3,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
prm-9df86fcdc40baf88,1,redundant,rating1_other,3,3,3,1.0,1.0,0.0,0.6666666666666666,-0.33333333333333337,0.33333333333333337
prm-6a5663499dcdfb6e,1,redundant,rating1_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-32ce22f0573267db,1,essential,rating1_other,3,3,3,0.6666666666666666,1.0,0.33333333333333337,1.0,0.33333333333333337,0.0
prm-fea1ec494dc61cd4,1,essential,rating1_other,3,3,3,0.6666666666666666,0.6666666666666666,0.0,1.0,0.33333333333333337,-0.33333333333333337
prm-cc448d173bf0a3b0,1,redundant,rating1_other,3,3,3,0.6666666666666666,0.6666666666666666,0.0,1.0,0.33333333333333337,-0.33333333333333337
prm-569d7cf9abe65f34,1,essential,rating1_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-0b2c173096bce7b5,1,redundant,rating1_other,3,3,3,0.6666666666666666,0.3333333333333333,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.0
prm-02ed1bb8af1a120d,1,harmful,rating1_other,3,3,3,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,-0.3333333333333333
prm-0835351a60d3a191,1,essential,rating1_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-7af50adf0a42982f,1,redundant,rating1_other,3,3,3,0.6666666666666666,1.0,0.33333333333333337,0.3333333333333333,-0.3333333333333333,0.6666666666666667
prm-7805f2fb660af82c,1,essential,rating1_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-f928a55daeb136c0,1,harmful,rating1_other,3,3,3,0.6666666666666666,1.0,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337
prm-e853a7a5555f3056,1,redundant,rating1_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-321715581e0e716b,0,harmful,rating0_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-f902409b4b69ac6a,1,redundant,rating1_other,3,3,3,0.3333333333333333,1.0,0.6666666666666667,1.0,0.6666666666666667,0.0
prm-b51dfeb3b8305067,1,essential,rating1_other,3,3,3,1.0,1.0,0.0,0.3333333333333333,-0.6666666666666667,0.6666666666666667
prm-7cf98f01d85acf4d,1,essential,rating1_other,3,3,3,0.6666666666666666,1.0,0.33333333333333337,1.0,0.33333333333333337,0.0
prm-42aa85293ce04d6c,1,redundant,rating1_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-9def3665fa2dd260,1,harmful,rating1_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-8bf0d8a37d2eb018,1,harmful,rating1_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-d018213d57c7afde,1,essential,rating1_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-01441d1b7d95366c,1,essential,rating1_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-901a3aa77c6c4dc2,1,redundant,rating1_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-45906351f0903519,1,harmful,rating1_other,3,3,3,1.0,0.6666666666666666,-0.33333333333333337,1.0,0.0,-0.33333333333333337
prm-2d92ce0491f2f56a,1,redundant,rating1_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-ab761a525cce7441,1,essential,rating1_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-ca8fbd8bc5e76268,1,redundant,rating1_other,3,3,3,1.0,0.6666666666666666,-0.33333333333333337,0.3333333333333333,-0.6666666666666667,0.3333333333333333
prm-b10138ab1454a3dc,1,redundant,rating1_other,3,3,3,0.6666666666666666,0.6666666666666666,0.0,1.0,0.33333333333333337,-0.33333333333333337
prm-c5d0b2ae9f6de94a,1,redundant,rating1_other,3,3,3,0.6666666666666666,0.6666666666666666,0.0,1.0,0.33333333333333337,-0.33333333333333337
prm-2e5c19fc0f94ad0f,1,redundant,rating1_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-dfed03ca959f8315,1,essential,rating1_other,3,3,3,1.0,1.0,0.0,0.0,-1.0,1.0
prm-66bc41cfa62d57e2,1,essential,rating1_other,3,3,3,1.0,0.6666666666666666,-0.33333333333333337,1.0,0.0,-0.33333333333333337
prm-fde519a4d71d112d,1,redundant,rating1_other,3,3,3,1.0,0.6666666666666666,-0.33333333333333337,0.6666666666666666,-0.33333333333333337,0.0
prm-cbc588184fc6053c,1,essential,rating1_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-bd9c89c30ff0439e,1,essential,rating1_other,3,3,3,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,-0.3333333333333333,0.3333333333333333
prm-aca8e5373e4b0749,1,essential,rating1_other,3,3,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666667,-0.33333333333333337
prm-d987eb66b5f962dd,1,harmful,rating1_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-666a954e3bca4a2f,1,essential,rating1_other,3,3,3,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
prm-12bc5c8b425e5765,1,essential,rating1_other,3,3,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
prm-b51944c22596b644,1,essential,rating1_other,3,3,3,1.0,1.0,0.0,0.6666666666666666,-0.33333333333333337,0.33333333333333337
prm-c7fdd3c01ea7968c,1,essential,rating1_other,3,3,3,0.6666666666666666,0.3333333333333333,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.0
prm-1e1ebbda6644be84,1,essential,rating1_other,3,3,0,1.0,1.0,0.0,,,
prm-47679397406393e0,1,redundant,rating1_other,3,3,3,1.0,0.6666666666666666,-0.33333333333333337,1.0,0.0,-0.33333333333333337
prm-76b2b2177dea50be,1,essential,rating1_other,3,3,3,1.0,1.0,0.0,0.6666666666666666,-0.33333333333333337,0.33333333333333337
prm-2c5e0537236b9a03,1,essential,rating1_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-12c0e402310b4521,1,redundant,rating1_other,3,3,0,1.0,1.0,0.0,,,
prm-7fa27f0af15756ce,1,essential,rating1_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-242890b88c115e2c,1,redundant,rating1_other,3,3,3,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0
prm-1032a7112c293158,1,redundant,rating1_other,3,3,3,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666
prm-e31d87a5f18e7b0e,1,essential,rating1_other,3,3,3,0.6666666666666666,0.6666666666666666,0.0,0.0,-0.6666666666666666,0.6666666666666666
prm-de925ec448909016,1,essential,rating1_other,3,3,3,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
prm-8eab1f56bd806ddc,1,essential,rating1_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-61500888ffe32624,1,essential,rating1_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-e4f8aa072f5528f6,1,essential,rating1_other,3,3,3,0.6666666666666666,1.0,0.33333333333333337,1.0,0.33333333333333337,0.0
prm-67027b02bd4348a7,1,essential,rating1_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-b09e1aa4bb87ee7c,1,essential,rating1_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-fb4120427f491cb1,1,essential,rating1_other,3,3,0,0.0,0.6666666666666666,0.6666666666666666,,,
prm-c1da18d5eb32eafe,1,harmful,rating1_other,3,3,3,0.3333333333333333,0.0,-0.3333333333333333,0.3333333333333333,0.0,-0.3333333333333333
prm-e57bd8bedd80b00d,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-a8a8bda6701d4be2,0,harmful,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-da9a80d73183841e,0,redundant,rating0_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-297fe2bd5193998f,0,redundant,rating0_other,3,3,3,0.6666666666666666,1.0,0.33333333333333337,0.3333333333333333,-0.3333333333333333,0.6666666666666667
prm-64052b65a1c192c7,-1,harmful,rating-1_anchor,3,3,3,0.6666666666666666,0.6666666666666666,0.0,0.0,-0.6666666666666666,0.6666666666666666
prm-8866ba0f5b250195,-1,harmful,rating-1_anchor,3,3,3,0.3333333333333333,0.3333333333333333,0.0,0.0,-0.3333333333333333,0.3333333333333333
prm-7f470224e279c9a5,-1,harmful,rating-1_anchor,3,3,3,0.3333333333333333,0.0,-0.3333333333333333,1.0,0.6666666666666667,-1.0
